bedrooms,bathrooms,land_size_p,floor_area_sqft,storeys,district_enc,district_tier,colombo_premium,property_type_enc,negotiable,has_parking,has_pool,has_garden,has_furnished,has_ac,has_security,has_water,has_highway,has_generator,has_solar,log_price,price_lkr
5.0,1.0,39.0,7043.5,2.0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,17.50439003707821,40000000.0
5.0,3.0,23.0,4500.0,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17.216707972959764,30000000.0
4.0,4.0,4.39,1600.0,2.0,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,17.147715103853763,28000000.0
4.0,4.0,45.0,7000.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,18.8906843794481,160000000.0
3.0,3.0,6.0,1361.25,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.281246492014,32000000.0
5.0,3.0,9.0,3000.0,2.0,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,18.292847383806116,88000000.0
6.0,3.0,9.5,2140.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,17.296750678069195,32500000.0
5.0,4.0,10.0,2700.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.747336210296442,51000000.0
3.0,2.0,9.0,1905.75,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.249497794707484,31000000.0
3.0,3.0,7.0,1900.0,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16.929025911619092,22500000.0
4.0,2.0,14.7,2500.0,2.0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,17.034386422832473,25000000.0
5.0,4.0,20.0,5000.0,3.0,3,1,0,0,0,1,1,1,0,1,1,0,0,0,0,19.20913810886209,220000000.0
4.0,3.0,7.0,3500.0,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17.439851517607305,37500000.0
2.0,1.0,8.2,1000.0,2.0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15.607270193858982,6000000.0
4.0,4.0,67.0,4000.0,2.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,18.197537205138154,80000000.0
4.0,2.0,3.0,900.0,2.0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.759949589762293,19000000.0
3.0,2.0,14.0,3500.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.5202219246906,14950000.0
4.0,2.0,15.1,4500.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.479072229734946,39000000.0
4.0,3.0,7.0,3400.0,2.0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,18.042344317830995,68500000.0
3.0,1.0,10.0,2700.0,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.894952224644102,8000000.0
3.0,2.0,12.65,1632.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.951004817371683,23000000.0
3.0,2.0,6.0,1780.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,18.258161826219297,85000000.0
4.0,4.0,6.4,3000.0,2.0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,18.042344317830995,68500000.0
1.0,2.0,8.5,750.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.380459992348886,13000000.0
4.0,3.0,6.0,1634.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.19990085520835,29500000.0
4.0,4.0,45.0,7000.0,2.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,19.035866388448003,185000000.0
4.0,3.0,6.0,2850.0,3.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,17.65496289206296,46500000.0
3.0,1.0,6.0,1400.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16.440179222591198,13800000.0
7.0,6.0,14.5,4500.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.197537205138154,80000000.0
4.0,2.0,11.0,3500.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.50439003707821,40000000.0
4.0,4.0,9.0,2600.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.6867115897055,48000000.0
4.0,4.0,9.0,2507.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,18.064005814299346,70000000.0
2.0,1.0,6.5,1350.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,1,0,0,16.97251102166758,23500000.0
5.0,3.0,11.3,3100.0,3.0,3,1,1,0,1,1,0,1,0,0,1,0,0,0,0,17.622173069956816,45000000.0
5.0,4.0,7.0,2721.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.370858648025116,35000000.0
4.0,1.0,15.0,1400.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.257857680289998,11500000.0
5.0,4.0,7.75,3600.0,2.0,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,18.035018277846262,68000000.0
3.0,2.0,6.3,1200.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16.88356353960952,21500000.0
4.0,3.0,10.0,2750.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,1,17.822843761378564,55000000.0
4.0,3.0,12.0,1890.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,0,0,0,17.19990085520835,29500000.0
3.0,2.0,18.5,1600.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.11134746100564,27000000.0
6.0,4.0,14.5,4100.0,2.0,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,17.19990085520835,29500000.0
3.0,2.0,8.0,1250.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.733281344102608,18500000.0
5.0,5.0,6.2,3800.0,2.0,3,1,1,0,1,1,0,0,1,1,0,0,0,0,0,18.132998684833918,75000000.0
4.0,4.0,8.5,4022.0,2.0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,17.95067713070663,62500000.0
4.0,2.0,6.0,2300.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.05418904934434,25500000.0
3.0,1.0,7.0,2200.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,17.05418904934434,25500000.0
4.0,2.0,80.0,1500.0,2.0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,16.51013780630191,14800000.0
3.0,2.0,10.0,2725.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,1,0,0,17.370858648025116,35000000.0
5.0,3.0,16.5,3200.0,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17.665658180950928,47000000.0
3.0,1.0,15.0,4500.0,1.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.216707972959764,30000000.0
3.0,2.0,6.7,1300.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.630919337267223,16700000.0
5.0,2.0,9.5,3000.0,2.0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,17.341871111992198,34000000.0
4.0,3.0,10.0,3200.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.341871111992198,34000000.0
5.0,5.0,0.0,2000.0,2.0,3,1,0,0,1,1,1,0,0,1,1,0,1,0,0,17.281246492014,32000000.0
4.0,3.0,10.0,3500.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,17.599700214609808,44000000.0
1.0,1.0,12.0,1500.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.564710586686562,5750000.0
3.0,2.0,7.0,1650.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,17.19990085520835,29500000.0
4.0,3.0,6.0,3150.0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71748324774094,49500000.0
6.0,5.0,8.0,2400.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,18.72078534381011,135000000.0
4.0,3.0,11.5,3000.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.420680753952364,100000000.0
4.0,2.0,16.5,5000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.52356082573315,15000000.0
4.0,3.0,6.0,3000.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.840862266556567,56000000.0
6.0,4.0,10.25,2790.0,2.0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17.216707972959764,30000000.0
3.0,2.0,7.0,1600.0,1.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.860033043306743,21000000.0
3.0,1.0,2.0,600.0,2.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52356082573315,15000000.0
2.0,1.0,10.0,1650.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.265498135541893,31500000.0
4.0,5.0,9.1,4050.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,18.02763817065757,67500000.0
4.0,4.0,10.0,4300.0,2.0,3,1,1,0,0,1,0,1,1,1,1,0,0,0,1,18.258161826219297,85000000.0
5.0,2.0,6.0,2100.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18.258161826219297,85000000.0
5.0,2.0,10.0,2500.0,2.0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,17.182806422433504,29000000.0
3.0,2.0,10.0,1450.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.073607134447293,26000000.0
3.0,2.0,12.5,1900.0,2.0,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,17.265498135541893,31500000.0
7.0,4.0,13.0,4250.0,2.0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,18.258161826219297,85000000.0
3.0,3.0,7.0,2100.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.356469910987094,34500000.0
4.0,3.0,8.5,2988.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.553180200057167,42000000.0
4.0,3.0,12.65,2450.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.822843761378564,55000000.0
4.0,4.0,10.0,2800.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,17.599700214609808,44000000.0
3.0,2.0,15.0,3200.0,2.0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,16.066802461833923,9500000.0
4.0,4.0,7.0,3500.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.822843761378564,55000000.0
4.0,3.0,6.0,3000.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.840862266556567,56000000.0
4.0,4.0,9.0,3218.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.6762402900575,47500000.0
4.0,4.0,6.0,2899.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,17.37085861945369,34999999.0
4.0,3.0,6.4,3000.0,2.0,3,1,1,0,1,1,0,0,1,0,0,0,0,0,1,18.042344317830995,68500000.0
3.0,1.0,10.0,1300.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.648723960844016,17000000.0
3.0,2.0,9.0,1440.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.073607134447293,26000000.0
3.0,2.0,6.0,1200.0,1.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16.993564429978885,24000000.0
3.0,1.0,9.6,1800.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.034386422832473,25000000.0
4.0,3.0,15.0,2800.0,2.0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,17.11134746100564,27000000.0
4.0,3.0,8.0,4000.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.553180200057167,42000000.0
3.0,1.0,12.5,2500.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.213405921671733,11000000.0
4.0,4.0,10.0,3800.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18.049617077054286,69000000.0
4.0,3.0,58.5,2000.0,2.0,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,17.439851517607305,37500000.0
4.0,3.0,12.6,3100.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.822843761378564,55000000.0
5.0,3.0,25.0,3500.0,2.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17.296750678069195,32500000.0
4.0,3.0,7.0,3000.0,3.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,17.399029524198163,36000000.0
4.0,3.0,6.5,2871.0,2.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17.426428497635523,37000000.0
5.0,5.0,10.5,3600.0,2.0,5,2,0,0,1,1,0,0,0,0,1,0,0,0,0,17.622173069956816,45000000.0
1.0,1.0,11.85,1550.0,2.0,12,3,0,0,1,1,0,1,0,1,0,0,0,0,0,17.1654146803266,28500000.0
3.0,3.0,7.5,2330.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.19990085520835,29500000.0
4.0,3.0,6.0,3450.0,3.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.491811255187805,39500000.0
3.0,2.0,10.0,3000.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17.6762402900575,47500000.0
4.0,3.0,20.0,4000.0,2.0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,18.683045016112164,130000000.0
5.0,2.0,12.0,2500.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17.216707972959764,30000000.0
4.0,4.0,10.0,3500.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,17.822843761378564,55000000.0
2.0,1.0,10.25,2000.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,16.648723960844016,17000000.0
4.0,3.0,10.0,3500.0,2.0,12,3,0,0,1,0,0,1,0,0,0,1,1,0,0,17.529082649058825,41000000.0
3.0,2.0,7.0,1650.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,17.19990085520835,29500000.0
4.0,3.0,7.0,3400.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.565014657424058,42500000.0
2.0,1.0,12.3,1500.0,2.0,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,16.52356082573315,15000000.0
3.0,2.0,6.5,1341.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.97251102166758,23500000.0
3.0,2.0,10.0,2000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16.929025911619092,22500000.0
3.0,2.0,7.0,1210.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.648723960844016,17000000.0
3.0,2.0,6.0,1780.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,18.258161826219297,85000000.0
3.0,1.0,10.0,1280.0,2.0,3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,16.733281344102608,18500000.0
3.0,2.0,10.0,2000.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.929025911619092,22500000.0
3.0,3.0,6.8,1300.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,17.370858648025116,35000000.0
4.0,2.0,6.0,2000.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.479072229734946,39000000.0
4.0,3.0,20.0,2500.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.399029524198163,36000000.0
3.0,3.0,7.0,2100.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,16.993564429978885,24000000.0
4.0,1.0,15.0,1500.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.166885910365842,10500000.0
4.0,3.0,10.0,3500.0,2.0,12,3,0,0,1,0,0,1,0,0,0,1,1,0,0,17.529082649058825,41000000.0
3.0,3.0,8.0,1350.0,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17.034386422832473,25000000.0
3.0,2.0,3.0,900.0,2.0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923,9500000.0
4.0,2.0,11.5,3000.0,2.0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0926553286923,26500000.0
4.0,4.0,20.0,3200.0,2.0,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,17.437181289122726,37400000.0
4.0,4.0,10.6,4500.0,3.0,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,18.342719213293464,92500000.0
3.0,3.0,6.0,1200.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.951004817371683,23000000.0
3.0,3.0,6.0,2415.0,2.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.356469910987094,34500000.0
5.0,5.0,20.0,3500.0,2.0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,18.05683732492351,69500000.0
3.0,2.0,7.0,2000.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.785925074816024,19500000.0
4.0,2.0,10.4,2000.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17.216707972959764,30000000.0
4.0,5.0,7.0,2782.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.36938746009113,95000000.0
5.0,5.0,6.2,3800.0,2.0,3,1,1,0,1,1,0,0,1,1,0,0,0,0,0,18.09217669086922,72000000.0
3.0,2.0,6.7,1188.0,2.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,16.860033043306743,21000000.0
3.0,1.0,10.5,1200.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.034386422832473,25000000.0
5.0,1.0,39.08,2350.0,2.0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,17.233237274364523,30500000.0
3.0,2.0,6.25,1598.0,2.0,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,17.599700214609808,44000000.0
3.0,2.0,9.5,1500.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,16.951004817371683,23000000.0
5.0,3.0,13.5,4210.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,17.6762402900575,47500000.0
4.0,4.0,12.0,1950.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,1,0,0,17.19990085520835,29500000.0
5.0,5.0,14.0,5000.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,0,0,1,18.819456870621142,149000000.0
4.0,3.0,6.0,2950.0,3.0,3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,17.57671069691365,43000000.0
6.0,3.0,12.2,3600.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,17.858561843342684,57000000.0
3.0,2.0,3.25,1200.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.11134746100564,27000000.0
5.0,3.0,13.5,2994.0,2.0,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,17.565014657424058,42500000.0
3.0,2.0,10.0,1500.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,17.129696599000436,27500000.0
4.0,3.0,10.0,3500.0,2.0,12,3,0,0,1,0,0,1,0,0,0,1,1,0,0,17.529082649058825,41000000.0
4.0,3.0,6.0,3450.0,3.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.491811255187805,39500000.0
3.0,2.0,11.0,2950.0,2.0,3,1,0,0,1,1,0,0,0,1,1,0,0,0,1,17.439851517607305,37500000.0
4.0,3.0,13.0,3000.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.622173069956816,45000000.0
3.0,2.0,8.0,1380.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.733281344102608,18500000.0
3.0,2.0,17.0,1650.0,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.588099342704055,16000000.0
