bedrooms,bathrooms,land_size_p,floor_area_sqft,storeys,district_enc,district_tier,colombo_premium,property_type_enc,negotiable,has_parking,has_pool,has_garden,has_furnished,has_ac,has_security,has_water,has_highway,has_generator,has_solar,log_price,price_lkr
3.0,1.0,6.0,1200.0,2.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.588099342704055,16000000.0
3.0,3.0,7.0,2100.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.356469910987094,34500000.0
2.0,2.0,9.6,1850.0,1.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.370858648025116,35000000.0
3.0,3.0,7.2,2250.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,17.50439003707821,40000000.0
3.0,2.0,7.0,1340.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.073607134447293,26000000.0
4.0,3.0,12.0,1890.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,0,0,0,17.19990085520835,29500000.0
4.0,3.0,10.0,2800.0,2.0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,17.599700214609808,44000000.0
3.0,2.0,11.0,1620.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,1,0,0,17.073607134447293,26000000.0
1.0,1.0,15.42,1200.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.52356082573315,15000000.0
3.0,1.0,13.5,2000.0,2.0,5,2,0,0,1,1,0,1,0,0,0,0,1,0,0,16.588099342704055,16000000.0
5.0,5.0,10.0,7043.5,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,19.519293035953808,300000000.0
4.0,4.0,88.70000000000005,3000.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,19.316768772590635,245000000.0
5.0,3.0,18.0,4500.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.643824303266577,125000000.0
4.0,4.0,9.0,3000.0,2.0,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,17.6762402900575,47500000.0
3.0,1.0,3.6,1050.0,1.0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.066802461833923,9500000.0
5.0,5.0,20.0,6000.0,3.0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.20913810886209,220000000.0
5.0,3.0,16.8,2150.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,17.439851517607305,37500000.0
4.0,4.0,8.0,3250.0,2.0,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,17.95067713070663,62500000.0
1.0,1.0,2.11,600.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16.454567959008102,14000000.0
5.0,5.0,15.0,4500.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18.252262104161723,84500000.0
6.0,3.0,9.2,2944.0,2.0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,18.258161826219297,85000000.0
4.0,1.0,15.0,1400.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.257857680289998,11500000.0
4.0,2.0,17.0,2500.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.980296537602072,175000000.0
3.0,2.0,33.5,7043.5,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,18.71335036537787,134000000.0
7.0,6.0,20.0,5445.0,4.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,18.28141868811311,87000000.0
3.0,3.0,6.0,2145.0,2.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17.356469910987094,34500000.0
4.0,2.0,12.0,2000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.370858648025116,35000000.0
4.0,3.0,8.0,3400.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,17.492036040042688,39508880.0
3.0,2.0,6.0,1235.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.11134746100564,27000000.0
4.0,3.0,7.5,2450.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,0,0,1,17.565014657424058,42500000.0
6.0,2.0,7.0,3000.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,17.426428497635523,37000000.0
4.0,4.0,10.0,2800.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,17.599700214609808,44000000.0
4.0,3.0,12.0,2176.0,2.0,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,18.184958423089522,79000000.0
4.0,3.0,6.32,2315.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,17.479072229734946,39000000.0
4.0,3.0,22.0,2660.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18.105970012811294,73000000.0
4.0,2.0,15.0,2000.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.19990085520835,29500000.0
3.0,2.0,6.75,1345.0,2.0,3,1,0,0,1,1,0,1,0,1,0,0,1,0,0,16.588099342704055,16000000.0
3.0,2.0,10.0,1450.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.073607134447293,26000000.0
5.0,4.0,16.0,2650.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17.751250109540987,51200000.0
4.0,4.0,88.70000000000005,7043.5,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,19.729013566305248,370000000.0
3.0,2.0,9.5,1500.0,2.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.951004817371683,23000000.0
4.0,2.0,17.0,3500.0,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,18.30414693893237,89000000.0
4.0,4.0,10.0,3000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,17.6762402900575,47500000.0
3.0,2.0,20.0,2350.0,2.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.356469910987094,34500000.0
4.0,3.0,6.0,3000.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.822843761378564,55000000.0
5.0,5.0,55.0,4566.0,2.0,8,2,0,0,1,1,0,1,0,1,0,1,0,0,0,18.30414693893237,89000000.0
4.0,1.0,20.0,1500.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.001561947061912,8900000.0
3.0,3.0,7.0,1290.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.993564429978885,24000000.0
5.0,5.0,17.0,5400.0,2.0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,19.06253463538792,190000000.0
6.0,2.0,16.0,1350.0,2.0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,16.80873975142546,19950000.0
5.0,4.0,15.0,3412.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,17.622173069956816,45000000.0
3.0,2.0,7.0,1650.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,17.19990085520835,29500000.0
4.0,3.0,6.4,3000.0,2.0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,18.09217669086922,72000000.0
2.0,1.0,40.0,1100.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.300417291085605,12000000.0
4.0,2.0,10.5,4000.0,2.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18.258161826219297,85000000.0
5.0,3.0,6.0,2500.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,17.265498135541893,31500000.0
5.0,2.0,10.0,4000.0,2.0,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,17.341871111992198,34000000.0
5.0,1.0,16.5,1420.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.588099342704055,16000000.0
2.0,2.0,4.0,1000.0,2.0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.52356082573315,15000000.0
3.0,2.0,9.5,2850.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,17.553180200057167,42000000.0
4.0,3.0,7.0,2800.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.479072229734946,39000000.0
5.0,3.0,25.0,2500.0,2.0,5,2,0,0,1,0,0,0,0,1,1,0,0,0,0,17.491811255187805,39500000.0
6.0,2.0,3.5,1600.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17.216707972959764,30000000.0
4.0,3.0,17.0,4000.0,2.0,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,18.30414693893237,89000000.0
4.0,3.0,17.0,3000.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,18.02763817065757,67500000.0
5.0,3.0,10.0,1951.0,2.0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,17.399029524198163,36000000.0
4.0,3.0,7.0,2800.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.479072229734946,39000000.0
3.0,2.0,10.0,1500.0,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17.399029524198163,36000000.0
6.0,5.0,6.0,3750.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.958645300228824,63000000.0
4.0,2.0,6.8,2200.0,2.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17.707330876483063,49000000.0
5.0,4.0,30.0,3200.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.8906843794481,160000000.0
3.0,1.0,9.0,1250.0,2.0,12,3,0,0,1,0,0,1,0,0,0,0,1,0,0,17.034386422832473,25000000.0
4.0,4.0,6.5,2700.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.479072229734946,39000000.0
3.0,3.0,6.0,2200.0,2.0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17.370858648025116,35000000.0
3.0,1.0,9.6,1800.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.034386422832473,25000000.0
5.0,4.0,8.0,3000.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,0,0,1,18.258161826219297,85000000.0
4.0,3.0,11.5,2800.0,2.0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,17.265498135541893,31500000.0
3.0,3.0,10.0,1600.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,1,0,0,17.129696599000436,27500000.0
6.0,6.0,88.70000000000005,12.5,2.0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,18.24632736871235,84000000.0
3.0,1.0,10.0,1200.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16.380459992348886,13000000.0
4.0,2.0,88.70000000000005,3500.0,2.0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,17.565014657424058,42500000.0
2.0,2.0,3.25,1500.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.11134746100564,27000000.0
4.0,1.0,59.0,1500.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.257857680289998,11500000.0
4.0,3.0,10.0,3500.0,2.0,12,3,0,0,1,0,0,0,0,0,0,0,1,0,0,17.529082649058825,41000000.0
3.0,3.0,7.2,2250.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,17.50439003707821,40000000.0
3.0,2.0,73.23,1763.0,2.0,7,2,0,0,1,0,1,0,1,0,1,0,0,0,0,18.342719213293464,92500000.0
3.0,2.0,10.0,1870.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,17.147715103853763,28000000.0
5.0,2.0,10.0,2500.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,17.281246492014,32000000.0
2.0,2.0,9.6,1800.0,1.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.399029524198163,36000000.0
4.0,4.0,45.0,7000.0,2.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,19.035866388448003,185000000.0
3.0,2.0,6.0,1650.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.356469910987094,34500000.0
4.0,4.0,15.0,3880.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,18.049617077054286,69000000.0
5.0,3.0,20.0,2500.0,2.0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,17.707330876483063,49000000.0
3.0,2.0,7.0,1200.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.785925074816024,19500000.0
1.0,1.0,12.5,1200.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.993564429978885,24000000.0
2.0,2.0,3.5,952.0,2.0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.61887099947687,16500000.0
4.0,4.0,12.0,4600.0,2.0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,18.132998684833918,75000000.0
7.0,4.0,7.9,3770.0,2.0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,17.840862266556567,56000000.0
4.0,2.0,7.0,1800.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.951004817371683,23000000.0
2.0,2.0,4.0,800.0,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16.588099342704055,16000000.0
3.0,3.0,7.0,1300.0,2.0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,16.993564429978885,24000000.0
5.0,5.0,6.75,5000.0,3.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,18.757152987716434,140000000.0
3.0,1.0,6.0,950.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,16.88356353960952,21500000.0
6.0,2.0,21.0,3000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.147715103853763,28000000.0
3.0,2.0,37.0,3500.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.909855136853043,60000000.0
3.0,2.0,10.0,3000.0,1.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,16.61887099947687,16500000.0
3.0,2.0,10.0,1200.0,2.0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16.41820031748273,13500000.0
6.0,3.0,10.9,3500.0,3.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17.909855136853043,60000000.0
3.0,2.0,6.0,1640.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17.356469910987094,34500000.0
5.0,4.0,6.5,2600.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.6762402900575,47500000.0
4.0,4.0,10.0,2800.0,2.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,17.599700214609808,44000000.0
5.0,4.0,11.6,3250.0,2.0,3,1,1,0,1,1,0,1,0,1,1,0,0,0,0,17.989897843244528,65000000.0
3.0,3.0,7.2,2250.0,2.0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,17.57671069691365,43000000.0
4.0,3.0,6.0,3000.0,2.0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,17.840862266556567,56000000.0
4.0,2.0,10.0,2400.0,2.0,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,17.073607134447293,26000000.0
4.0,3.0,10.0,3500.0,3.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17.6762402900575,47500000.0
4.0,3.0,7.0,3500.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17.71748324774094,49500000.0
5.0,2.0,8.7,1400.0,2.0,13,3,0,0,1,1,0,0,0,1,1,0,0,0,0,17.05418904934434,25500000.0
3.0,2.0,6.0,1640.0,2.0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,17.356469910987094,34500000.0
4.0,4.0,8.0,3500.0,3.0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,17.822843761378564,55000000.0
3.0,1.0,6.88,1158.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16.993564429978885,24000000.0
4.0,2.0,6.0,1943.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.216707972959764,30000000.0
4.0,1.0,15.0,1400.0,2.0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16.257857680289998,11500000.0
5.0,4.0,22.0,5500.0,2.0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,18.5159909328476,110000000.0
3.0,3.0,18.0,4900.0,2.0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,18.24632736871235,84000000.0
5.0,4.0,20.0,4000.0,2.0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,18.05683732492351,69500000.0
6.0,3.0,12.2,3400.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17.78580249038432,53000000.0
3.0,2.0,6.0,1780.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,18.258161826219297,85000000.0
4.0,3.0,6.0,3450.0,3.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.491811255187805,39500000.0
3.0,2.0,2.0,544.5,2.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15.76142084987672,7000000.0
4.0,2.0,15.0,5800.0,2.0,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,16.588099342704055,16000000.0
2.0,1.0,20.0,2722.0,2.0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,15.894952224644102,8000000.0
4.0,4.0,60.8,5500.0,2.0,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,19.701614592192207,360000000.0
3.0,2.0,6.0,1633.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,17.19990085520835,29500000.0
2.0,1.0,6.1,1000.0,2.0,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,16.677711496036597,17500000.0
3.0,3.0,3.0,1500.0,2.0,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,17.453096744006448,38000000.0
6.0,5.0,7.0,4100.0,2.0,3,1,0,0,1,1,0,1,0,1,1,0,1,0,0,17.479072229734946,39000000.0
6.0,2.0,14.26,4500.0,2.0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,17.697074376526267,48500000.0
6.0,3.0,42.54,3618.0,2.0,3,1,0,0,1,1,0,1,0,1,0,0,0,0,0,18.395362946224484,97500000.0
4.0,6.0,7.0,3500.0,3.0,3,1,0,0,1,0,0,1,1,1,1,0,0,0,1,17.71748324774094,49500000.0
3.0,3.0,14.4,2500.0,2.0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,17.78580249038432,53000000.0
4.0,4.0,10.0,2800.0,2.0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,17.599700214609808,44000000.0
6.0,3.0,17.45,3000.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.399029524198163,36000000.0
6.0,4.0,11.0,3437.0,2.0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,18.5159909328476,110000000.0
3.0,2.0,8.5,2550.0,1.0,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,16.785925074816024,19500000.0
4.0,4.0,6.0,2107.0,2.0,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,17.182806422433504,29000000.0
3.0,2.0,10.0,1450.0,1.0,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,17.129696599000436,27500000.0
4.0,3.0,4.0,1400.0,2.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,17.1654146803266,28500000.0
2.0,2.0,10.0,1400.0,1.0,5,2,0,0,1,1,0,1,0,0,0,0,1,0,0,16.705882371415992,18000000.0
6.0,3.0,10.0,4000.0,2.0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,17.147715103853763,28000000.0
3.0,2.0,6.2,1300.0,2.0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16.785925074816024,19500000.0
3.0,2.0,14.5,1000.0,2.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.588099342704055,16000000.0
4.0,4.0,7.0,2800.0,3.0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,1,18.05683732492351,69500000.0
